,CustomerId,First Name,Last Name,ShipMode,Segment,City,Country,IngestionDate
2468,MK-18160,Mike,Kennedy,Standard Class,Consumer,Newport News,United States,2022-06-15
2469,,,,,,,,2022-06-15
2470,CM-11935,Carlos,Meador,Standard Class,Consumer,Fayetteville,United States,2022-06-15
2471,,,,,,,,2022-06-15
2472,CM-11935,Carlos,Meador,Standard Class,Consumer,Fayetteville,United States,2022-06-15
2473,PF-19225,Phillip,Flathmann,First Class,Consumer,Los Angeles,United States,2022-06-15
2474,PF-19225,Phillip,Flathmann,First Class,Consumer,Los Angeles,United States,2022-06-15
2475,PF-19225,Phillip,Flathmann,First Class,Consumer,Los Angeles,United States,2022-06-15
2476,PF-19225,Phillip,Flathmann,First Class,Consumer,Los Angeles,United States,2022-06-15
2477,GM-14695,Greg,Maxwell,Second Class,Corporate,Los Angeles,United States,2022-06-15
2478,DC-12850,Dan,Campbell,Standard Class,Consumer,New York City,United States,2022-06-15
2479,FO-14305,Frank,Olsen,Standard Class,Consumer,Dallas,United States,2022-06-15
2480,FO-14305,Frank,Olsen,Standard Class,Consumer,Dallas,United States,2022-06-15
2481,AH-10210,Alan,Hwang,Standard Class,Consumer,Seattle,United States,2022-06-15
2482,KN-16705,Kristina,Nunn,Standard Class,Home Office,Seattle,United States,2022-06-15
2483,,,,,,,,2022-06-15
2484,KN-16705,Kristina,Nunn,Standard Class,Home Office,Seattle,United States,2022-06-15
2485,KN-16705,Kristina,Nunn,Standard Class,Home Office,Seattle,United States,2022-06-15
2486,,,,,,,,2022-06-15
2487,CB-12535,Claudia,Bergmann,Second Class,Corporate,Newark,United States,2022-06-15
2488,CB-12535,Claudia,Bergmann,Second Class,Corporate,Newark,United States,2022-06-15
2489,TB-21250,Tim,Brockman,Second Class,Consumer,New York City,United States,2022-06-15
2490,TB-21250,Tim,Brockman,Second Class,Consumer,New York City,United States,2022-06-15
2491,KD-16345,Katherine,Ducich,Second Class,Consumer,Los Angeles,United States,2022-06-15
2492,JM-15865,John,Murray,Standard Class,Consumer,Jamestown,United States,2022-06-15
2493,KT-16480,Kean,Thornton,Second Class,Consumer,Houston,United States,2022-06-15
2494,KT-16480,Kean,Thornton,Second Class,Consumer,Houston,United States,2022-06-15
2495,,,,,,,,2022-06-15
2496,,,,,,,,2022-06-15
2497,BS-11800,Bryan,Spruell,Standard Class,Home Office,San Diego,United States,2022-06-15
2498,BT-11395,Bill,Tyler,Standard Class,Corporate,San Francisco,United States,2022-06-15
2499,,,,,,,,2022-06-15
2500,,,,,,,,2022-06-15
2501,LS-17200,Luke,Schmidt,First Class,Corporate,Skokie,United States,2022-06-15
2502,LS-17200,Luke,Schmidt,First Class,Corporate,Skokie,United States,2022-06-15
2503,RR-19315,Ralph,Ritter,Standard Class,Consumer,San Francisco,United States,2022-06-15
2504,,,,,,,,2022-06-15
2505,KL-16645,Ken,Lonsdale,Second Class,Consumer,San Francisco,United States,2022-06-15
2506,KL-16645,Ken,Lonsdale,Second Class,Consumer,San Francisco,United States,2022-06-15
2507,RB-19435,Richard,Bierner,Same Day,Consumer,Houston,United States,2022-06-15
2508,MY-17380,Maribeth,Yedwab,Standard Class,Corporate,Los Angeles,United States,2022-06-15
2509,MY-17380,Maribeth,Yedwab,Standard Class,Corporate,Los Angeles,United States,2022-06-15
2510,,,,,,,,2022-06-15
2511,KW-16570,Kelly,Williams,First Class,Consumer,Monroe,United States,2022-06-15
2512,,,,,,,,2022-06-15
2513,BB-11545,Brenda,Bowman,Standard Class,Corporate,Chicago,United States,2022-06-15
2514,BB-11545,Brenda,Bowman,Standard Class,Corporate,Chicago,United States,2022-06-15
2515,NP-18700,Nora,Preis,Standard Class,Consumer,Bowling Green,United States,2022-06-15
2516,PB-19105,Peter,Bühler,Standard Class,Consumer,Houston,United States,2022-06-15
2517,DW-13585,Dorothy,Wardle,Standard Class,Corporate,Westfield,United States,2022-06-15
2518,CD-12790,Cynthia,Delaney,Standard Class,Home Office,Oklahoma City,United States,2022-06-15
2519,CD-12790,Cynthia,Delaney,Standard Class,Home Office,Oklahoma City,United States,2022-06-15
2520,CD-12790,Cynthia,Delaney,Standard Class,Home Office,Oklahoma City,United States,2022-06-15
2521,CD-12790,Cynthia,Delaney,Standard Class,Home Office,Oklahoma City,United States,2022-06-15
2522,CD-12790,Cynthia,Delaney,Standard Class,Home Office,Oklahoma City,United States,2022-06-15
2523,CD-12790,Cynthia,Delaney,Standard Class,Home Office,Oklahoma City,United States,2022-06-15
2524,TT-21220,Thomas,Thornton,Standard Class,Consumer,Houston,United States,2022-06-15
2525,TT-21220,Thomas,Thornton,Standard Class,Consumer,Houston,United States,2022-06-15
2526,TT-21220,Thomas,Thornton,Standard Class,Consumer,Houston,United States,2022-06-15
2527,,,,,,,,2022-06-15
2528,TT-21220,Thomas,Thornton,Standard Class,Consumer,Houston,United States,2022-06-15
2529,DB-12910,Daniel,Byrd,Standard Class,Home Office,Fort Lauderdale,United States,2022-06-15
2530,DJ-13510,Don,Jones,Standard Class,Corporate,Little Rock,United States,2022-06-15
2531,DJ-13510,Don,Jones,Standard Class,Corporate,Little Rock,United States,2022-06-15
2532,DJ-13510,Don,Jones,Standard Class,Corporate,Little Rock,United States,2022-06-15
2533,DJ-13510,Don,Jones,Standard Class,Corporate,Little Rock,United States,2022-06-15
2534,DL-13495,Dionis,Lloyd,Second Class,Corporate,Philadelphia,United States,2022-06-15
2535,LO-17170,Lori,Olson,First Class,Corporate,La Quinta,United States,2022-06-15
2536,SV-20365,Seth,Vernon,Second Class,Consumer,Cleveland,United States,2022-06-15
2537,SV-20365,Seth,Vernon,Second Class,Consumer,Cleveland,United States,2022-06-15
2538,SV-20365,Seth,Vernon,Second Class,Consumer,Cleveland,United States,2022-06-15
2539,EM-13810,Eleni,McCrary,Same Day,Corporate,San Francisco,United States,2022-06-15
2540,EM-13810,Eleni,McCrary,Same Day,Corporate,San Francisco,United States,2022-06-15
2541,KD-16615,Ken,Dana,Standard Class,Corporate,Scottsdale,United States,2022-06-15
2542,NB-18580,Nicole,Brennan,Second Class,Corporate,Philadelphia,United States,2022-06-15
2543,,,,,,,,2022-06-15
2544,AP-10720,Anne,Pryor,Standard Class,Home Office,Malden,United States,2022-06-15
2545,,,,,,,,2022-06-15
2546,JE-15745,Joel,Eaton,Standard Class,Consumer,San Jose,United States,2022-06-15
2547,JM-15865,John,Murray,Standard Class,Consumer,Phoenix,United States,2022-06-15
2548,JM-15865,John,Murray,Standard Class,Consumer,Phoenix,United States,2022-06-15
2549,JM-15865,John,Murray,Standard Class,Consumer,Phoenix,United States,2022-06-15
2550,JM-15865,John,Murray,Standard Class,Consumer,Phoenix,United States,2022-06-15
2551,,,,,,,,2022-06-15
2552,AB-10105,Adrian,Barton,Standard Class,Consumer,Henderson,United States,2022-06-15
2553,PN-18775,Parhena,Norris,Standard Class,Home Office,Columbia,United States,2022-06-15
2554,JC-15775,John,Castell,Standard Class,Consumer,Tallahassee,United States,2022-06-15
2555,PF-19165,Philip,Fox,Standard Class,Consumer,New York City,United States,2022-06-15
2556,BW-11110,Bart,Watters,Standard Class,Corporate,Houston,United States,2022-06-15
2557,,,,,,,,2022-06-15
2558,TM-21010,Tamara,Manning,Standard Class,Consumer,Orem,United States,2022-06-15
2559,TM-21010,Tamara,Manning,Standard Class,Consumer,Orem,United States,2022-06-15
2560,TM-21010,Tamara,Manning,Standard Class,Consumer,Orem,United States,2022-06-15
2561,MB-17305,Maria,Bertelson,Standard Class,Consumer,Nashville,United States,2022-06-15
2562,MB-17305,Maria,Bertelson,Standard Class,Consumer,Nashville,United States,2022-06-15
2563,HR-14830,Harold,Ryan,Second Class,Corporate,New York City,United States,2022-06-15
2564,,,,,,,,2022-06-15
2565,BD-11635,Brian,Derr,First Class,Consumer,Bowling Green,United States,2022-06-15
2566,SF-20200,Sarah,Foster,Second Class,Consumer,Bellingham,United States,2022-06-15
2567,SF-20200,Sarah,Foster,Second Class,Consumer,Bellingham,United States,2022-06-15
2568,,,,,,,,2022-06-15
2569,DR-12880,Dan,Reichenbach,Same Day,Corporate,Newark,United States,2022-06-15
2570,DR-12880,Dan,Reichenbach,Same Day,Corporate,Newark,United States,2022-06-15
2571,,,,,,,,2022-06-15
2572,CM-12235,Chris,McAfee,Second Class,Consumer,Carrollton,United States,2022-06-15
2573,SM-20320,Sean,Miller,Standard Class,Home Office,Lafayette,United States,2022-06-15
2574,RA-19885,Ruben,Ausman,Standard Class,Corporate,Columbus,United States,2022-06-15
2575,RA-19885,Ruben,Ausman,Standard Class,Corporate,Columbus,United States,2022-06-15
2576,RA-19885,Ruben,Ausman,Standard Class,Corporate,Columbus,United States,2022-06-15
2577,RA-19885,Ruben,Ausman,Standard Class,Corporate,Columbus,United States,2022-06-15
2578,,,,,,,,2022-06-15
2579,,,,,,,,2022-06-15
2580,,,,,,,,2022-06-15
2581,,,,,,,,2022-06-15
2582,SD-20485,Shirley,Daniels,Standard Class,Home Office,Alexandria,United States,2022-06-15
2583,SD-20485,Shirley,Daniels,Standard Class,Home Office,Alexandria,United States,2022-06-15
2584,SD-20485,Shirley,Daniels,Standard Class,Home Office,Alexandria,United States,2022-06-15
2585,,,,,,,,2022-06-15
2586,RA-19285,Ralph,Arnett,Standard Class,Consumer,New York City,United States,2022-06-15
2587,,,,,,,,2022-06-15
2588,,,,,,,,2022-06-15
2589,BF-11005,Barry,Franz,Standard Class,Home Office,Los Angeles,United States,2022-06-15
2590,,,,,,,,2022-06-15
2591,SE-20110,Sanjit,Engle,Standard Class,Consumer,Wheeling,United States,2022-06-15
2592,RS-19765,Roland,Schwarz,Second Class,Corporate,Summerville,United States,2022-06-15
2593,,,,,,,,2022-06-15
2594,BM-11650,Brian,Moss,Standard Class,Corporate,Columbus,United States,2022-06-15
2595,BM-11650,Brian,Moss,Standard Class,Corporate,Columbus,United States,2022-06-15
2596,BM-11650,Brian,Moss,Standard Class,Corporate,Columbus,United States,2022-06-15
2597,BM-11650,Brian,Moss,Standard Class,Corporate,Columbus,United States,2022-06-15
2598,BM-11650,Brian,Moss,Standard Class,Corporate,Columbus,United States,2022-06-15
2599,SK-19990,Sally,Knutson,Standard Class,Consumer,New York City,United States,2022-06-15
2600,,,,,,,,2022-06-15
2601,EN-13780,Edward,Nazzal,Same Day,Consumer,New York City,United States,2022-06-15
2602,EN-13780,Edward,Nazzal,Same Day,Consumer,New York City,United States,2022-06-15
2603,EN-13780,Edward,Nazzal,Same Day,Consumer,New York City,United States,2022-06-15
2604,,,,,,,,2022-06-15
2605,KN-16450,Kean,Nguyen,Standard Class,Corporate,Jacksonville,United States,2022-06-15
2606,MG-17890,Michael,Granlund,Standard Class,Home Office,San Diego,United States,2022-06-15
2607,MC-17590,Matt,Collister,Standard Class,Corporate,Arlington,United States,2022-06-15
2608,MC-17590,Matt,Collister,Standard Class,Corporate,Arlington,United States,2022-06-15
2609,MC-17590,Matt,Collister,Standard Class,Corporate,Arlington,United States,2022-06-15
2610,MC-17590,Matt,Collister,Standard Class,Corporate,Arlington,United States,2022-06-15
2611,MC-17590,Matt,Collister,Standard Class,Corporate,Arlington,United States,2022-06-15
2612,,,,,,,,2022-06-15
2613,,,,,,,,2022-06-15
2614,AG-10300,Aleksandra,Gannaway,Standard Class,Corporate,Los Angeles,United States,2022-06-15
2615,,,,,,,,2022-06-15
2616,MS-17365,Maribeth,Schnelling,Standard Class,Consumer,San Francisco,United States,2022-06-15
2617,MS-17365,Maribeth,Schnelling,Standard Class,Consumer,San Francisco,United States,2022-06-15
2618,JM-15655,Jim,Mitchum,Standard Class,Corporate,Carlsbad,United States,2022-06-15
2619,,,,,,,,2022-06-15
2620,JM-15655,Jim,Mitchum,Standard Class,Corporate,Carlsbad,United States,2022-06-15
2621,JM-15655,Jim,Mitchum,Standard Class,Corporate,Carlsbad,United States,2022-06-15
2622,MC-17635,Matthew,Clasen,Second Class,Corporate,Saint Louis,United States,2022-06-15
2623,TA-21385,Tom,Ashbrook,First Class,Home Office,New York City,United States,2022-06-15
2624,TA-21385,Tom,Ashbrook,First Class,Home Office,New York City,United States,2022-06-15
2625,TA-21385,Tom,Ashbrook,First Class,Home Office,New York City,United States,2022-06-15
2626,TA-21385,Tom,Ashbrook,First Class,Home Office,New York City,United States,2022-06-15
2627,SB-20290,Sean,Braxton,First Class,Corporate,Springfield,United States,2022-06-15
2628,SB-20290,Sean,Braxton,First Class,Corporate,Springfield,United States,2022-06-15
2629,SB-20290,Sean,Braxton,First Class,Corporate,Springfield,United States,2022-06-15
2630,AB-10150,Aimee,Bixby,Standard Class,Consumer,Tulsa,United States,2022-06-15
2631,JF-15295,Jason,Fortune-,Standard Class,Consumer,Seattle,United States,2022-06-15
2632,JF-15295,Jason,Fortune-,Standard Class,Consumer,Seattle,United States,2022-06-15
2633,JF-15295,Jason,Fortune-,Standard Class,Consumer,Seattle,United States,2022-06-15
2634,BF-10975,Barbara,Fisher,Second Class,Corporate,Fayetteville,United States,2022-06-15
2635,BF-10975,Barbara,Fisher,Second Class,Corporate,Fayetteville,United States,2022-06-15
2636,TT-21265,Tim,Taslimi,Standard Class,Corporate,Los Angeles,United States,2022-06-15
2637,,,,,,,,2022-06-15
2638,SB-20170,Sarah,Bern,Standard Class,Consumer,New York City,United States,2022-06-15
2639,SB-20170,Sarah,Bern,Standard Class,Consumer,New York City,United States,2022-06-15
2640,SB-20170,Sarah,Bern,Standard Class,Consumer,New York City,United States,2022-06-15
2641,LM-17065,Liz,MacKendrick,Standard Class,Consumer,Hot Springs,United States,2022-06-15
2642,KA-16525,Kelly,Andreada,First Class,Consumer,Aurora,United States,2022-06-15
2643,BF-11170,Ben,Ferrer,Second Class,Home Office,Raleigh,United States,2022-06-15
2644,,,,,,,,2022-06-15
2645,,,,,,,,2022-06-15
2646,,,,,,,,2022-06-15
2647,TB-21400,Tom,Boeckenhauer,Second Class,Consumer,Tulsa,United States,2022-06-15
2648,,,,,,,,2022-06-15
2649,TB-21400,Tom,Boeckenhauer,Second Class,Consumer,Tulsa,United States,2022-06-15
2650,SH-19975,Sally,Hughsby,Standard Class,Corporate,Hesperia,United States,2022-06-15
2651,AS-10225,Alan,Schoenberger,Second Class,Corporate,Provo,United States,2022-06-15
2652,,,,,,,,2022-06-15
2653,AS-10225,Alan,Schoenberger,Second Class,Corporate,Provo,United States,2022-06-15
2654,,,,,,,,2022-06-15
2655,,,,,,,,2022-06-15
2656,,,,,,,,2022-06-15
2657,AS-10225,Alan,Schoenberger,Second Class,Corporate,Provo,United States,2022-06-15
2658,PK-19075,Pete,Kriz,Standard Class,Consumer,San Francisco,United States,2022-06-15
2659,HR-14830,Harold,Ryan,Standard Class,Corporate,Gilbert,United States,2022-06-15
2660,DG-13300,Deirdre,Greer,Standard Class,Corporate,New York City,United States,2022-06-15
2661,,,,,,,,2022-06-15
2662,CL-12700,Craig,Leslie,First Class,Home Office,Springfield,United States,2022-06-15
2663,HF-14995,Herbert,Flentye,First Class,Consumer,Memphis,United States,2022-06-15
2664,HF-14995,Herbert,Flentye,First Class,Consumer,Memphis,United States,2022-06-15
2665,HF-14995,Herbert,Flentye,First Class,Consumer,Memphis,United States,2022-06-15
2666,HG-15025,Hunter,Glantz,Same Day,Consumer,Amarillo,United States,2022-06-15
2667,HG-15025,Hunter,Glantz,Same Day,Consumer,Amarillo,United States,2022-06-15
2668,,,,,,,,2022-06-15
2669,NL-18310,Nancy,Lomonaco,Standard Class,Home Office,Los Angeles,United States,2022-06-15
2670,RR-19525,Rick,Reed,Second Class,Corporate,Lowell,United States,2022-06-15
2671,RR-19525,Rick,Reed,Second Class,Corporate,Lowell,United States,2022-06-15
2672,RR-19525,Rick,Reed,Second Class,Corporate,Lowell,United States,2022-06-15
2673,RR-19525,Rick,Reed,Second Class,Corporate,Lowell,United States,2022-06-15
2674,TC-21295,Toby,Carlisle,Same Day,Consumer,San Diego,United States,2022-06-15
2675,DB-13615,Doug,Bickford,Standard Class,Consumer,Asheville,United States,2022-06-15
2676,DB-13615,Doug,Bickford,Standard Class,Consumer,Asheville,United States,2022-06-15
2677,,,,,,,,2022-06-15
2678,,,,,,,,2022-06-15
2679,MH-18115,Mick,Hernandez,Standard Class,Home Office,Jackson,United States,2022-06-15
2680,MH-18115,Mick,Hernandez,Standard Class,Home Office,Jackson,United States,2022-06-15
2681,,,,,,,,2022-06-15
2682,MH-18115,Mick,Hernandez,Standard Class,Home Office,Jackson,United States,2022-06-15
2683,,,,,,,,2022-06-15
2684,CT-11995,Carol,Triggs,Standard Class,Consumer,Los Angeles,United States,2022-06-15
2685,,,,,,,,2022-06-15
2686,KB-16315,Karl,Braun,Standard Class,Consumer,Thomasville,United States,2022-06-15
2687,RA-19285,Ralph,Arnett,First Class,Consumer,Peoria,United States,2022-06-15
2688,,,,,,,,2022-06-15
2689,RA-19915,Russell,Applegate,First Class,Consumer,Chicago,United States,2022-06-15
2690,CM-12160,Charles,McCrossin,Standard Class,Consumer,Philadelphia,United States,2022-06-15
2691,,,,,,,,2022-06-15
2692,CS-12130,Chad,Sievert,Standard Class,Consumer,Englewood,United States,2022-06-15
2693,,,,,,,,2022-06-15
2694,,,,,,,,2022-06-15
2695,BE-11410,Bobby,Elias,First Class,Consumer,Lancaster,United States,2022-06-15
2696,SM-20320,Sean,Miller,Standard Class,Home Office,Jacksonville,United States,2022-06-15
2697,SM-20320,Sean,Miller,Standard Class,Home Office,Jacksonville,United States,2022-06-15
2698,SM-20320,Sean,Miller,Standard Class,Home Office,Jacksonville,United States,2022-06-15
2699,SM-20320,Sean,Miller,Standard Class,Home Office,Jacksonville,United States,2022-06-15
2700,,,,,,,,2022-06-15
2701,SM-20320,Sean,Miller,Standard Class,Home Office,Jacksonville,United States,2022-06-15
2702,,,,,,,,2022-06-15
2703,RP-19390,Resi,Pölking,Standard Class,Consumer,Baltimore,United States,2022-06-15
2704,JD-16015,Joy,Daniels,Second Class,Consumer,New York City,United States,2022-06-15
2705,AB-10255,Alejandro,Ballentine,Standard Class,Home Office,Carlsbad,United States,2022-06-15
2706,AB-10255,Alejandro,Ballentine,Standard Class,Home Office,Carlsbad,United States,2022-06-15
2707,AB-10255,Alejandro,Ballentine,Standard Class,Home Office,Carlsbad,United States,2022-06-15
2708,,,,,,,,2022-06-15
2709,CC-12145,Charles,Crestani,Standard Class,Consumer,Los Angeles,United States,2022-06-15
2710,GH-14425,Gary,Hwang,Standard Class,Consumer,Jacksonville,United States,2022-06-15
2711,CP-12085,Cathy,Prescott,First Class,Corporate,Lakewood,United States,2022-06-15
2712,GM-14440,Gary,McGarr,Second Class,Consumer,Troy,United States,2022-06-15
2713,LC-16885,Lena,Creighton,Standard Class,Consumer,Wilmington,United States,2022-06-15
2714,BT-11305,Beth,Thompson,Standard Class,Home Office,Seattle,United States,2022-06-15
2715,CP-12085,Cathy,Prescott,Standard Class,Corporate,New York City,United States,2022-06-15
2716,SC-20680,Steve,Carroll,Standard Class,Home Office,Columbus,United States,2022-06-15
2717,DK-13375,Dennis,Kane,Standard Class,Consumer,New York City,United States,2022-06-15
2718,,,,,,,,2022-06-15
2719,LF-17185,Luke,Foster,Second Class,Consumer,Houston,United States,2022-06-15
2720,ON-18715,Odella,Nelson,Second Class,Corporate,Cary,United States,2022-06-15
2721,ON-18715,Odella,Nelson,Second Class,Corporate,Cary,United States,2022-06-15
2722,TB-21400,Tom,Boeckenhauer,Second Class,Consumer,Alexandria,United States,2022-06-15
2723,DF-13135,David,Flashing,Standard Class,Consumer,Vallejo,United States,2022-06-15
2724,DF-13135,David,Flashing,Standard Class,Consumer,Vallejo,United States,2022-06-15
2725,EP-13915,Emily,Phan,Standard Class,Consumer,Philadelphia,United States,2022-06-15
2726,EP-13915,Emily,Phan,Standard Class,Consumer,Philadelphia,United States,2022-06-15
2727,SK-19990,Sally,Knutson,First Class,Consumer,Toledo,United States,2022-06-15
2728,SK-19990,Sally,Knutson,First Class,Consumer,Toledo,United States,2022-06-15
2729,FH-14350,Fred,Harton,Standard Class,Consumer,Seattle,United States,2022-06-15
2730,FH-14350,Fred,Harton,Standard Class,Consumer,Seattle,United States,2022-06-15
2731,,,,,,,,2022-06-15
2732,,,,,,,,2022-06-15
2733,EH-13945,Eric,Hoffmann,Standard Class,Consumer,Plainfield,United States,2022-06-15
2734,JE-15715,Joe,Elijah,Second Class,Consumer,Las Cruces,United States,2022-06-15
2735,KL-16645,Ken,Lonsdale,Standard Class,Consumer,Newark,United States,2022-06-15
2736,,,,,,,,2022-06-15
2737,KL-16645,Ken,Lonsdale,Standard Class,Consumer,Newark,United States,2022-06-15
2738,KL-16645,Ken,Lonsdale,Standard Class,Consumer,Newark,United States,2022-06-15
2739,EB-13750,Edward,Becker,First Class,Corporate,Hoover,United States,2022-06-15
2740,EB-13750,Edward,Becker,First Class,Corporate,Hoover,United States,2022-06-15
2741,BD-11725,Bruce,Degenhardt,Second Class,Consumer,Newark,United States,2022-06-15
2742,,,,,,,,2022-06-15
2743,,,,,,,,2022-06-15
2744,SC-20770,Stewart,Carmichael,Second Class,Corporate,San Francisco,United States,2022-06-15
2745,FM-14380,Fred,McMath,Second Class,Consumer,Jacksonville,United States,2022-06-15
2746,,,,,,,,2022-06-15
2747,AP-10720,Anne,Pryor,Standard Class,Home Office,Frisco,United States,2022-06-15
2748,RH-19555,Ritsa,Hightower,Standard Class,Consumer,Tallahassee,United States,2022-06-15
2749,,,,,,,,2022-06-15
2750,TM-21010,Tamara,Manning,Second Class,Consumer,Vacaville,United States,2022-06-15
2751,HF-14995,Herbert,Flentye,Standard Class,Consumer,Los Angeles,United States,2022-06-15
2752,GA-14515,George,Ashbrook,Standard Class,Consumer,San Francisco,United States,2022-06-15
2753,GA-14515,George,Ashbrook,Standard Class,Consumer,San Francisco,United States,2022-06-15
2754,GA-14515,George,Ashbrook,Standard Class,Consumer,San Francisco,United States,2022-06-15
2755,GA-14515,George,Ashbrook,Standard Class,Consumer,San Francisco,United States,2022-06-15
2756,GA-14515,George,Ashbrook,Standard Class,Consumer,San Francisco,United States,2022-06-15
2757,ES-14020,Erica,Smith,Second Class,Consumer,New York City,United States,2022-06-15
2758,,,,,,,,2022-06-15
2759,JP-16135,Julie,Prescott,Standard Class,Home Office,Columbus,United States,2022-06-15
2760,,,,,,,,2022-06-15
2761,NK-18490,Neil,Knudson,First Class,Home Office,San Francisco,United States,2022-06-15
2762,NK-18490,Neil,Knudson,First Class,Home Office,San Francisco,United States,2022-06-15
2763,PL-18925,Paul,Lucas,Standard Class,Home Office,Philadelphia,United States,2022-06-15
2764,PL-18925,Paul,Lucas,Standard Class,Home Office,Philadelphia,United States,2022-06-15
2765,PL-18925,Paul,Lucas,Standard Class,Home Office,Philadelphia,United States,2022-06-15
2766,RW-19690,Robert,Waldorf,First Class,Consumer,Philadelphia,United States,2022-06-15
2767,RW-19690,Robert,Waldorf,First Class,Consumer,Philadelphia,United States,2022-06-15
2768,MO-17950,Michael,Oakman,Standard Class,Consumer,Dallas,United States,2022-06-15
2769,MO-17950,Michael,Oakman,Standard Class,Consumer,Dallas,United States,2022-06-15
2770,MO-17950,Michael,Oakman,Standard Class,Consumer,Dallas,United States,2022-06-15
2771,JJ-15445,Jennifer,Jackson,Standard Class,Consumer,Waukesha,United States,2022-06-15
2772,BT-11680,Brian,Thompson,First Class,Consumer,Fort Lauderdale,United States,2022-06-15
2773,RD-19585,Rob,Dowd,Standard Class,Consumer,Detroit,United States,2022-06-15
2774,ML-17755,Max,Ludwig,Standard Class,Home Office,Springfield,United States,2022-06-15
2775,,,,,,,,2022-06-15
2776,ER-13855,Elpida,Rittenbach,Standard Class,Corporate,Colorado Springs,United States,2022-06-15
2777,,,,,,,,2022-06-15
2778,SS-20140,Saphhira,Shifley,Standard Class,Corporate,Pompano Beach,United States,2022-06-15
2779,SS-20140,Saphhira,Shifley,Standard Class,Corporate,Pompano Beach,United States,2022-06-15
2780,TC-21295,Toby,Carlisle,First Class,Consumer,New York City,United States,2022-06-15
2781,,,,,,,,2022-06-15
2782,LD-17005,Lisa,DeCherney,Standard Class,Consumer,Detroit,United States,2022-06-15
2783,AS-10285,Alejandro,Savely,Standard Class,Corporate,Philadelphia,United States,2022-06-15
2784,MP-17965,Michael,Paige,Standard Class,Corporate,Troy,United States,2022-06-15
2785,CD-12790,Cynthia,Delaney,First Class,Home Office,Los Angeles,United States,2022-06-15
2786,CD-12790,Cynthia,Delaney,First Class,Home Office,Los Angeles,United States,2022-06-15
2787,,,,,,,,2022-06-15
2788,MD-17860,Michael,Dominguez,Standard Class,Corporate,Corpus Christi,United States,2022-06-15
2789,MD-17860,Michael,Dominguez,Standard Class,Corporate,Corpus Christi,United States,2022-06-15
2790,BM-11650,Brian,Moss,First Class,Corporate,Omaha,United States,2022-06-15
2791,BM-11650,Brian,Moss,First Class,Corporate,Omaha,United States,2022-06-15
2792,BM-11650,Brian,Moss,First Class,Corporate,Omaha,United States,2022-06-15
2793,KN-16450,Kean,Nguyen,Standard Class,Corporate,Redondo Beach,United States,2022-06-15
2794,KN-16450,Kean,Nguyen,Standard Class,Corporate,Redondo Beach,United States,2022-06-15
2795,KN-16450,Kean,Nguyen,Standard Class,Corporate,Redondo Beach,United States,2022-06-15
2796,KN-16450,Kean,Nguyen,Standard Class,Corporate,Redondo Beach,United States,2022-06-15
2797,,,,,,,,2022-06-15
2798,IG-15085,Ivan,Gibson,Standard Class,Consumer,Little Rock,United States,2022-06-15
2799,IG-15085,Ivan,Gibson,Standard Class,Consumer,Little Rock,United States,2022-06-15
2800,JS-15595,Jill,Stevenson,First Class,Corporate,Miami,United States,2022-06-15
2801,GA-14725,Guy,Armstrong,First Class,Consumer,Salem,United States,2022-06-15
2802,DL-13330,Denise,Leinenbach,Standard Class,Consumer,Las Cruces,United States,2022-06-15
2803,CS-12505,Cindy,Stewart,Standard Class,Consumer,San Francisco,United States,2022-06-15
2804,CS-12505,Cindy,Stewart,Standard Class,Consumer,San Francisco,United States,2022-06-15
2805,,,,,,,,2022-06-15
2806,MH-18025,Michelle,Huthwaite,Second Class,Consumer,Seattle,United States,2022-06-15
2807,MH-18025,Michelle,Huthwaite,Second Class,Consumer,Seattle,United States,2022-06-15
2808,,,,,,,,2022-06-15
2809,MH-18025,Michelle,Huthwaite,Second Class,Consumer,Seattle,United States,2022-06-15
2810,MP-18175,Mike,Pelletier,Second Class,Home Office,Milwaukee,United States,2022-06-15
2811,,,,,,,,2022-06-15
2812,,,,,,,,2022-06-15
2813,MP-18175,Mike,Pelletier,Second Class,Home Office,Milwaukee,United States,2022-06-15
2814,,,,,,,,2022-06-15
2815,DR-12940,Daniel,Raglin,Standard Class,Home Office,Franklin,United States,2022-06-15
2816,,,,,,,,2022-06-15
2817,DR-12940,Daniel,Raglin,Standard Class,Home Office,Franklin,United States,2022-06-15
2818,DR-12940,Daniel,Raglin,Standard Class,Home Office,Franklin,United States,2022-06-15
2819,DM-13015,Darrin,Martin,First Class,Consumer,Encinitas,United States,2022-06-15
2820,DM-13015,Darrin,Martin,First Class,Consumer,Encinitas,United States,2022-06-15
2821,BD-11620,Brian,DeCherney,Standard Class,Consumer,Anaheim,United States,2022-06-15
2822,DC-12850,Dan,Campbell,First Class,Consumer,Arlington,United States,2022-06-15
2823,DC-12850,Dan,Campbell,First Class,Consumer,Arlington,United States,2022-06-15
2824,MT-18070,Michelle,Tran,Standard Class,Home Office,Houston,United States,2022-06-15
2825,MT-18070,Michelle,Tran,Standard Class,Home Office,Houston,United States,2022-06-15
2826,MT-18070,Michelle,Tran,Standard Class,Home Office,Houston,United States,2022-06-15
2827,MT-18070,Michelle,Tran,Standard Class,Home Office,Houston,United States,2022-06-15
2828,MJ-17740,Max,Jones,First Class,Consumer,Lancaster,United States,2022-06-15
