CustomerId;First Name;Last Name;ShipMode;Segment;City;Country;totalQuantityOfOrders
SV-20815;Stuart;Van;First Class;Corporate;Houston;United States;
SV-20815;Stuart;Van;First Class;Corporate;Houston;United States;
SV-20815;Stuart;Van;First Class;Corporate;Houston;United States;
RW-19540;Rick;Wilson;Standard Class;Corporate;Mesa;United States;
RW-19540;Rick;Wilson;Standard Class;Corporate;Mesa;United States;
RW-19540;Rick;Wilson;Standard Class;Corporate;Mesa;United States;
RW-19540;Rick;Wilson;Standard Class;Corporate;Mesa;United States;
RW-19540;Rick;Wilson;Standard Class;Corporate;Mesa;United States;
RW-19540;Rick;Wilson;Standard Class;Corporate;Mesa;United States;
RW-19540;Rick;Wilson;Standard Class;Corporate;Mesa;United States;
DK-12835;Damala;Kotsonis;Second Class;Corporate;Salinas;United States;
DK-12835;Damala;Kotsonis;Second Class;Corporate;Salinas;United States;
DK-12835;Damala;Kotsonis;Second Class;Corporate;Salinas;United States;
DK-12835;Damala;Kotsonis;Second Class;Corporate;Salinas;United States;
LT-17110;Liz;Thompson;Standard Class;Consumer;Columbus;United States;
IM-15070;Irene;Maddox;Second Class;Consumer;Florence;United States;
IM-15070;Irene;Maddox;Second Class;Consumer;Florence;United States;
IM-15070;Irene;Maddox;Second Class;Consumer;Florence;United States;
FP-14320;Frank;Preis;Standard Class;Consumer;Seattle;United States;
ST-20530;Shui;Tom;Standard Class;Consumer;Parma;United States;
ST-20530;Shui;Tom;Standard Class;Consumer;Parma;United States;
JE-15745;Joel;Eaton;Same Day;Consumer;Amarillo;United States;
JE-15745;Joel;Eaton;Same Day;Consumer;Amarillo;United States;
BD-11320;Bill;Donatelli;Second Class;Consumer;Providence;United States;
BD-11320;Bill;Donatelli;Second Class;Consumer;Providence;United States;
MM-17920;Michael;Moore;Second Class;Consumer;San Francisco;United States;
PW-19030;Pauline;Webber;First Class;Corporate;Richmond;United States;
SC-20440;Shaun;Chance;Standard Class;Corporate;Aurora;United States;
KL-16645;Ken;Lonsdale;Standard Class;Consumer;Chicago;United States;
SD-20485;Shirley;Daniels;First Class;Home Office;Chicago;United States;
SD-20485;Shirley;Daniels;First Class;Home Office;Chicago;United States;
SD-20485;Shirley;Daniels;First Class;Home Office;Chicago;United States;
TS-21160;Theresa;Swint;First Class;Corporate;Philadelphia;United States;
JB-15400;Jennifer;Braxton;Standard Class;Corporate;Los Angeles;United States;
TS-21085;Thais;Sissman;First Class;Consumer;Phoenix;United States;
MC-17425;Mark;Cousins;First Class;Corporate;Mobile;United States;
MC-17425;Mark;Cousins;First Class;Corporate;Mobile;United States;
MC-17425;Mark;Cousins;First Class;Corporate;Mobile;United States;
MC-17425;Mark;Cousins;First Class;Corporate;Mobile;United States;
ME-17320;Maria;Etezadi;Standard Class;Home Office;Columbus;United States;
ME-17320;Maria;Etezadi;Standard Class;Home Office;Columbus;United States;
SC-20440;Shaun;Chance;Standard Class;Corporate;New Bedford;United States;
NH-18610;Nicole;Hansen;Standard Class;Corporate;Irving;United States;
AA-10480;Andrew;Allen;Same Day;Consumer;Middletown;United States;
LC-17140;Logan;Currie;Standard Class;Consumer;Seattle;United States;
MB-18085;Mick;Brown;Standard Class;Consumer;Vineland;United States;
LC-16930;Linda;Cazamias;First Class;Corporate;Pasadena;United States;
LC-16930;Linda;Cazamias;First Class;Corporate;Pasadena;United States;
KD-16495;Keith;Dawkins;First Class;Corporate;New York City;United States;
MB-17305;Maria;Bertelson;Standard Class;Consumer;Glendale;United States;
MB-17305;Maria;Bertelson;Standard Class;Consumer;Glendale;United States;
TH-21550;Tracy;Hopkins;Same Day;Home Office;Jacksonville;United States;
DK-12835;Damala;Kotsonis;Standard Class;Corporate;Detroit;United States;
DK-12835;Damala;Kotsonis;Standard Class;Corporate;Detroit;United States;
DK-12835;Damala;Kotsonis;Standard Class;Corporate;Detroit;United States;
ON-18715;Odella;Nelson;Second Class;Corporate;Philadelphia;United States;
KN-16390;Katherine;Nockton;Standard Class;Corporate;Los Angeles;United States;
NM-18520;Neoma;Murray;Same Day;Consumer;Houston;United States;
NP-18685;Nora;Pelletier;Standard Class;Home Office;Niagara Falls;United States;
NP-18685;Nora;Pelletier;Standard Class;Home Office;Niagara Falls;United States;
CG-12040;Catherine;Glotzbach;Standard Class;Home Office;New York City;United States;
CS-12505;Cindy;Stewart;Standard Class;Consumer;Thomasville;United States;
KD-16345;Katherine;Ducich;First Class;Consumer;Westminster;United States;
MK-18160;Mike;Kennedy;Standard Class;Consumer;San Francisco;United States;
MK-18160;Mike;Kennedy;Standard Class;Consumer;San Francisco;United States;
MK-18160;Mike;Kennedy;Standard Class;Consumer;San Francisco;United States;
DW-13540;Don;Weiss;Second Class;Consumer;Jackson;United States;
DW-13540;Don;Weiss;Second Class;Consumer;Jackson;United States;
CP-12340;Christine;Phan;Standard Class;Corporate;Seattle;United States;
MS-17770;Maxwell;Schwartz;Standard Class;Consumer;New York City;United States;
CM-12655;Corinna;Mitchell;Standard Class;Home Office;Los Angeles;United States;
CM-12655;Corinna;Mitchell;Standard Class;Home Office;Los Angeles;United States;
CM-12655;Corinna;Mitchell;Standard Class;Home Office;Los Angeles;United States;
Co-12640;Corey-Lock;;Standard Class;Consumer;Philadelphia;United States;
DL-13495;Dionis;Lloyd;Second Class;Corporate;New York City;United States;
TS-21370;Todd;Sumrall;Standard Class;Corporate;New York City;United States;
TS-21370;Todd;Sumrall;Standard Class;Corporate;New York City;United States;
JW-15220;Jane;Waco;Standard Class;Corporate;Vancouver;United States;
RF-19840;Roy;Französisch;Second Class;Consumer;Columbus;United States;
JD-15790;John;Dryer;Standard Class;Consumer;Coppell;United States;
JD-15790;John;Dryer;Standard Class;Consumer;Coppell;United States;
JD-15790;John;Dryer;Standard Class;Consumer;Coppell;United States;
NK-18490;Neil;Knudson;First Class;Home Office;San Francisco;United States;
NG-18430;Nathan;Gelder;Standard Class;Consumer;Austin;United States;
NG-18430;Nathan;Gelder;Standard Class;Consumer;Austin;United States;
NG-18430;Nathan;Gelder;Standard Class;Consumer;Austin;United States;
AT-10435;Alyssa;Tate;Standard Class;Home Office;Los Angeles;United States;
AT-10435;Alyssa;Tate;Standard Class;Home Office;Los Angeles;United States;
PC-19000;Pauline;Chand;Standard Class;Home Office;Los Angeles;United States;
PC-19000;Pauline;Chand;Standard Class;Home Office;Los Angeles;United States;
AR-10540;Andy;Reiter;Standard Class;Consumer;New York City;United States;
CS-12505;Cindy;Stewart;Standard Class;Consumer;Columbus;United States;
LS-16975;Lindsay;Shagiari;Same Day;Home Office;Omaha;United States;
JM-15535;Jessica;Myrick;First Class;Consumer;Los Angeles;United States;
NH-18610;Nicole;Hansen;Standard Class;Corporate;Pomona;United States;
NH-18610;Nicole;Hansen;Standard Class;Corporate;Pomona;United States;
RA-19915;Russell;Applegate;Standard Class;Consumer;Dallas;United States;
RA-19915;Russell;Applegate;Standard Class;Consumer;Dallas;United States;
RA-19915;Russell;Applegate;Standard Class;Consumer;Dallas;United States;
AI-10855;Arianne;Irving;Standard Class;Consumer;Philadelphia;United States;
MC-17845;Michael;Chen;Second Class;Consumer;North Las Vegas;United States;
TB-21400;Tom;Boeckenhauer;Second Class;Consumer;Seattle;United States;
TB-21400;Tom;Boeckenhauer;Second Class;Consumer;Seattle;United States;
VW-21775;Victoria;Wilson;Second Class;Corporate;San Francisco;United States;
PL-18925;Paul;Lucas;Standard Class;Home Office;Chicago;United States;
GH-14425;Gary;Hwang;Standard Class;Consumer;Tucson;United States;
GH-14425;Gary;Hwang;Standard Class;Consumer;Tucson;United States;
GH-14425;Gary;Hwang;Standard Class;Consumer;Tucson;United States;
GH-14425;Gary;Hwang;Standard Class;Consumer;Tucson;United States;
GH-14425;Gary;Hwang;Standard Class;Consumer;Tucson;United States;
CJ-12010;Caroline;Jumper;Standard Class;Consumer;Allentown;United States;
CJ-12010;Caroline;Jumper;Standard Class;Consumer;Allentown;United States;
MC-18130;Mike;Caudle;Second Class;Corporate;Newark;United States;
MC-18130;Mike;Caudle;Second Class;Corporate;Newark;United States;
BV-11245;Benjamin;Venier;Standard Class;Corporate;Miami;United States;
JF-15490;Jeremy;Farry;Standard Class;Consumer;Tempe;United States;
JF-15490;Jeremy;Farry;Standard Class;Consumer;Tempe;United States;
EB-13840;Ellis;Ballard;Standard Class;Corporate;New York City;United States;
MP-18175;Mike;Pelletier;Standard Class;Home Office;Laguna Niguel;United States;
JM-15655;Jim;Mitchum;Standard Class;Corporate;Bridgeton;United States;
JM-15655;Jim;Mitchum;Standard Class;Corporate;Bridgeton;United States;
CL-11890;Carl;Ludwig;Second Class;Consumer;Everett;United States;
CL-11890;Carl;Ludwig;Second Class;Consumer;Everett;United States;
CL-11890;Carl;Ludwig;Second Class;Consumer;Everett;United States;
CL-11890;Carl;Ludwig;Second Class;Consumer;Everett;United States;
CK-12205;Chloris;Kastensmidt;Second Class;Consumer;Columbus;United States;
CK-12205;Chloris;Kastensmidt;Second Class;Consumer;Columbus;United States;
DB-13270;Deborah;Brumfield;Standard Class;Home Office;San Diego;United States;
DB-13270;Deborah;Brumfield;Standard Class;Home Office;San Diego;United States;
PC-18745;Pamela;Coakley;Second Class;Corporate;Watertown;United States;
VB-21745;Victoria;Brennan;Standard Class;Corporate;San Antonio;United States;
VB-21745;Victoria;Brennan;Standard Class;Corporate;San Antonio;United States;
VB-21745;Victoria;Brennan;Standard Class;Corporate;San Antonio;United States;
EP-13915;Emily;Phan;First Class;Consumer;New York City;United States;
ME-17320;Maria;Etezadi;Second Class;Home Office;Houston;United States;
IG-15085;Ivan;Gibson;Standard Class;Consumer;San Diego;United States;
JS-15940;Joni;Sundaresam;First Class;Home Office;Appleton;United States;
BO-11425;Bobby;Odegard;Standard Class;Consumer;Richmond;United States;
VW-21775;Victoria;Wilson;Standard Class;Corporate;Bellevue;United States;
AB-10150;Aimee;Bixby;Standard Class;Consumer;Long Beach;United States;
JW-16075;Julia;West;Standard Class;Consumer;Philadelphia;United States;
JW-16075;Julia;West;Standard Class;Consumer;Philadelphia;United States;
JE-15475;Jeremy;Ellison;Second Class;Consumer;Seattle;United States;
EB-13750;Edward;Becker;Standard Class;Corporate;Seattle;United States;
PK-18910;Paul;Knutson;Standard Class;Home Office;San Francisco;United States;
CS-12400;Christopher;Schild;First Class;Home Office;Seattle;United States;
SG-20470;Sheri;Gordon;Same Day;Consumer;New York City;United States;
CM-12190;Charlotte;Melton;Same Day;Consumer;Philadelphia;United States;
CL-12565;Clay;Ludtke;Same Day;Consumer;Columbia;United States;
JO-15550;Jesus;Ocampo;Standard Class;Home Office;Seattle;United States;
AW-10840;Anthony;Witt;First Class;Consumer;Allen;United States;
AW-10840;Anthony;Witt;First Class;Consumer;Allen;United States;
DV-13465;Dianna;Vittorini;Same Day;Consumer;Los Angeles;United States;
AH-10075;Adam;Hart;Standard Class;Corporate;Atlanta;United States;
SC-20095;Sanjit;Chand;First Class;Consumer;Los Angeles;United States;
SC-20095;Sanjit;Chand;First Class;Consumer;Los Angeles;United States;
SC-20095;Sanjit;Chand;First Class;Consumer;Los Angeles;United States;
SC-20095;Sanjit;Chand;First Class;Consumer;Los Angeles;United States;
MC-18100;Mick;Crebagga;First Class;Consumer;El Paso;United States;
MC-18100;Mick;Crebagga;First Class;Consumer;El Paso;United States;
TT-21460;Tonja;Turnell;Standard Class;Home Office;Aurora;United States;
AP-10720;Anne;Pryor;Standard Class;Home Office;Florence;United States;
DL-12865;Dan;Lawera;First Class;Consumer;New York City;United States;
NP-18325;Naresj;Patel;First Class;Consumer;New York City;United States;
NP-18325;Naresj;Patel;First Class;Consumer;New York City;United States;
NP-18325;Naresj;Patel;First Class;Consumer;New York City;United States;
NP-18325;Naresj;Patel;First Class;Consumer;New York City;United States;
NP-18325;Naresj;Patel;First Class;Consumer;New York City;United States;
NP-18325;Naresj;Patel;First Class;Consumer;New York City;United States;
NP-18325;Naresj;Patel;First Class;Consumer;New York City;United States;
NP-18325;Naresj;Patel;First Class;Consumer;New York City;United States;
NP-18325;Naresj;Patel;First Class;Consumer;New York City;United States;
NP-18325;Naresj;Patel;First Class;Consumer;New York City;United States;
VG-21805;Vivek;Grady;Standard Class;Corporate;Virginia Beach;United States;
MY-18295;Muhammed;Yedwab;Standard Class;Corporate;Grapevine;United States;
MY-18295;Muhammed;Yedwab;Standard Class;Corporate;Grapevine;United States;
RD-19480;Rick;Duston;Second Class;Consumer;Olympia;United States;
JF-15490;Jeremy;Farry;Same Day;Consumer;Los Angeles;United States;
DP-13390;Dennis;Pardue;First Class;Home Office;Peoria;United States;
MD-17350;Maribeth;Dona;Standard Class;Consumer;Columbus;United States;
MY-17380;Maribeth;Yedwab;First Class;Corporate;New York City;United States;
AB-10150;Aimee;Bixby;Second Class;Consumer;Carrollton;United States;
AB-10150;Aimee;Bixby;Second Class;Consumer;Carrollton;United States;
AB-10150;Aimee;Bixby;Second Class;Consumer;Carrollton;United States;
AB-10150;Aimee;Bixby;Second Class;Consumer;Carrollton;United States;
GB-14530;George;Bell;Second Class;Corporate;Dover;United States;
CA-12775;Cynthia;Arntzen;Standard Class;Consumer;Smyrna;United States;
ME-17725;Max;Engle;Standard Class;Consumer;Newark;United States;
JO-15280;Jas;O'Carroll;Second Class;Consumer;Los Angeles;United States;
JO-15280;Jas;O'Carroll;Second Class;Consumer;Los Angeles;United States;
JO-15280;Jas;O'Carroll;Second Class;Consumer;Los Angeles;United States;
JO-15280;Jas;O'Carroll;Second Class;Consumer;Los Angeles;United States;
JO-15280;Jas;O'Carroll;Second Class;Consumer;Los Angeles;United States;
JO-15280;Jas;O'Carroll;Second Class;Consumer;Los Angeles;United States;
ML-17395;Marina;Lichtenstein;Standard Class;Corporate;Los Angeles;United States;
ML-17395;Marina;Lichtenstein;Standard Class;Corporate;Los Angeles;United States;
ML-17395;Marina;Lichtenstein;Standard Class;Corporate;Los Angeles;United States;
YS-21880;Yana;Sorensen;Standard Class;Corporate;Oakland;United States;
PL-18925;Paul;Lucas;Standard Class;Home Office;Philadelphia;United States;
JK-16120;Julie;Kriz;Standard Class;Home Office;Eagan;United States;
JK-16120;Julie;Kriz;Standard Class;Home Office;Eagan;United States;
JK-16120;Julie;Kriz;Standard Class;Home Office;Eagan;United States;
PN-18775;Parhena;Norris;Second Class;Home Office;New York City;United States;
PN-18775;Parhena;Norris;Second Class;Home Office;New York City;United States;
JC-15385;Jenna;Caffey;Standard Class;Consumer;Kent;United States;
JC-15385;Jenna;Caffey;Standard Class;Consumer;Kent;United States;
JC-15385;Jenna;Caffey;Standard Class;Consumer;Kent;United States;
JC-15385;Jenna;Caffey;Standard Class;Consumer;Kent;United States;
JG-15160;James;Galang;Standard Class;Consumer;Los Angeles;United States;
JG-15160;James;Galang;Standard Class;Consumer;Los Angeles;United States;
PO-19180;Philisse;Overcash;Standard Class;Home Office;New York City;United States;
MC-17275;Marc;Crier;Standard Class;Consumer;Lafayette;United States;
AS-10240;Alan;Shonely;Second Class;Consumer;Cleveland;United States;
AS-10240;Alan;Shonely;Second Class;Consumer;Cleveland;United States;
CL-12565;Clay;Ludtke;Same Day;Consumer;Cleveland;United States;
CL-12565;Clay;Ludtke;Same Day;Consumer;Cleveland;United States;
CL-12565;Clay;Ludtke;Same Day;Consumer;Cleveland;United States;
CL-12565;Clay;Ludtke;Same Day;Consumer;Cleveland;United States;
CL-12565;Clay;Ludtke;Same Day;Consumer;Cleveland;United States;
NW-18400;Natalie;Webber;Standard Class;Consumer;Tigard;United States;
NW-18400;Natalie;Webber;Standard Class;Consumer;Tigard;United States;
NW-18400;Natalie;Webber;Standard Class;Consumer;Tigard;United States;
TB-21280;Toby;Braunhardt;Standard Class;Consumer;Washington;United States;
TB-21280;Toby;Braunhardt;Standard Class;Consumer;Washington;United States;
TB-21280;Toby;Braunhardt;Standard Class;Consumer;Washington;United States;
TB-21280;Toby;Braunhardt;Standard Class;Consumer;Washington;United States;
BS-11380;Bill;Stewart;Standard Class;Corporate;Skokie;United States;
FH-14365;Fred;Hopkins;First Class;Corporate;Seattle;United States;
FH-14365;Fred;Hopkins;First Class;Corporate;Seattle;United States;
FH-14365;Fred;Hopkins;First Class;Corporate;Seattle;United States;
VM-21685;Valerie;Mitchum;First Class;Home Office;Philadelphia;United States;
VM-21685;Valerie;Mitchum;First Class;Home Office;Philadelphia;United States;
SF-20200;Sarah;Foster;Second Class;Consumer;Philadelphia;United States;
SF-20200;Sarah;Foster;Second Class;Consumer;Philadelphia;United States;
HH-15010;Hilary;Holden;Same Day;Corporate;San Francisco;United States;
HH-15010;Hilary;Holden;Same Day;Corporate;San Francisco;United States;
CD-12280;Christina;DeMoss;First Class;Consumer;Seattle;United States;
CD-12280;Christina;DeMoss;First Class;Consumer;Seattle;United States;
CD-12280;Christina;DeMoss;First Class;Consumer;Seattle;United States;
CD-12280;Christina;DeMoss;First Class;Consumer;Seattle;United States;
CD-12280;Christina;DeMoss;First Class;Consumer;Seattle;United States;
HL-15040;Hunter;Lopez;First Class;Consumer;Milwaukee;United States;
TH-21100;Thea;Hendricks;Standard Class;Consumer;Los Angeles;United States;
MM-18055;Michelle;Moray;Standard Class;Consumer;Seattle;United States;
MM-18055;Michelle;Moray;Standard Class;Consumer;Seattle;United States;
QJ-19255;Quincy;Jones;Standard Class;Corporate;Philadelphia;United States;
QJ-19255;Quincy;Jones;Standard Class;Corporate;Philadelphia;United States;
NS-18505;Neola;Schneider;Second Class;Consumer;Dallas;United States;
NS-18505;Neola;Schneider;Second Class;Consumer;Dallas;United States;
NS-18505;Neola;Schneider;Second Class;Consumer;Dallas;United States;
NS-18505;Neola;Schneider;Second Class;Consumer;Dallas;United States;
NS-18505;Neola;Schneider;Second Class;Consumer;Dallas;United States;
NS-18505;Neola;Schneider;Second Class;Consumer;Dallas;United States;
MM-17920;Michael;Moore;Standard Class;Consumer;New York City;United States;
RD-19480;Rick;Duston;Standard Class;Consumer;Houston;United States;
RB-19645;Robert;Barroso;First Class;Corporate;North Las Vegas;United States;
RD-19585;Rob;Dowd;Standard Class;Consumer;Plano;United States;
SW-20455;Shaun;Weien;First Class;Consumer;Suffolk;United States;
SF-20965;Sylvia;Foulston;Standard Class;Corporate;Houston;United States;
SF-20965;Sylvia;Foulston;Standard Class;Corporate;Houston;United States;
EB-13930;Eric;Barreto;Standard Class;Consumer;San Francisco;United States;
EB-13930;Eric;Barreto;Standard Class;Consumer;San Francisco;United States;
SB-20290;Sean;Braxton;Standard Class;Corporate;Philadelphia;United States;
SB-20290;Sean;Braxton;Standard Class;Corporate;Philadelphia;United States;
SB-20290;Sean;Braxton;Standard Class;Corporate;Philadelphia;United States;
SB-20290;Sean;Braxton;Standard Class;Corporate;Philadelphia;United States;
PS-18760;Pamela;Stobb;Second Class;Consumer;Los Angeles;United States;
CB-12535;Claudia;Bergmann;Standard Class;Corporate;San Francisco;United States;
DK-12835;Damala;Kotsonis;First Class;Corporate;Philadelphia;United States;
DK-12835;Damala;Kotsonis;First Class;Corporate;Philadelphia;United States;
DK-12835;Damala;Kotsonis;First Class;Corporate;Philadelphia;United States;
AW-10840;Anthony;Witt;First Class;Consumer;Philadelphia;United States;
AW-10840;Anthony;Witt;First Class;Consumer;Philadelphia;United States;
TS-21610;Troy;Staebel;Standard Class;Consumer;Philadelphia;United States;
HF-14995;Herbert;Flentye;Standard Class;Consumer;Indianapolis;United States;
HF-14995;Herbert;Flentye;Standard Class;Consumer;Indianapolis;United States;
HZ-14950;Henia;Zydlo;Standard Class;Consumer;Columbus;United States;
AB-10255;Alejandro;Ballentine;Second Class;Home Office;Plano;United States;
PO-19195;Phillina;Ober;Second Class;Home Office;Bayonne;United States;
PO-19195;Phillina;Ober;Second Class;Home Office;Bayonne;United States;
PO-19195;Phillina;Ober;Second Class;Home Office;Bayonne;United States;
AG-10900;Arthur;Gainer;Standard Class;Consumer;Los Angeles;United States;
AG-10900;Arthur;Gainer;Standard Class;Consumer;Los Angeles;United States;
SC-20725;Steven;Cartwright;Second Class;Consumer;Seattle;United States;
ND-18370;Natalie;DeCherney;Second Class;Consumer;New York City;United States;
ND-18370;Natalie;DeCherney;Second Class;Consumer;New York City;United States;
ND-18370;Natalie;DeCherney;Second Class;Consumer;New York City;United States;
CD-12790;Cynthia;Delaney;Standard Class;Home Office;San Diego;United States;
PG-18820;Patrick;Gardner;Same Day;Consumer;Glendale;United States;
IM-15070;Irene;Maddox;Standard Class;Consumer;Philadelphia;United States;
JK-15205;Jamie;Kunitz;Standard Class;Consumer;San Francisco;United States;
JK-15205;Jamie;Kunitz;Standard Class;Consumer;San Francisco;United States;
JK-15205;Jamie;Kunitz;Standard Class;Consumer;San Francisco;United States;
JK-15205;Jamie;Kunitz;Standard Class;Consumer;San Francisco;United States;
JK-15205;Jamie;Kunitz;Standard Class;Consumer;San Francisco;United States;
JK-15205;Jamie;Kunitz;Standard Class;Consumer;San Francisco;United States;
JP-15520;Jeremy;Pistek;Standard Class;Consumer;Houston;United States;
MM-18055;Michelle;Moray;Second Class;Consumer;Chicago;United States;
DC-13285;Debra;Catini;Standard Class;Consumer;San Francisco;United States;
JL-15835;John;Lee;Standard Class;Consumer;New York City;United States;
BN-11515;Bradley;Nguyen;Standard Class;Consumer;New York City;United States;
BN-11515;Bradley;Nguyen;Standard Class;Consumer;New York City;United States;
BN-11515;Bradley;Nguyen;Standard Class;Consumer;New York City;United States;
BN-11515;Bradley;Nguyen;Standard Class;Consumer;New York City;United States;
BN-11515;Bradley;Nguyen;Standard Class;Consumer;New York City;United States;
KD-16345;Katherine;Ducich;Standard Class;Consumer;Chicago;United States;
KD-16345;Katherine;Ducich;Standard Class;Consumer;Chicago;United States;
KD-16345;Katherine;Ducich;Standard Class;Consumer;Chicago;United States;
JK-15370;Jay;Kimmel;First Class;Consumer;Philadelphia;United States;
JK-15370;Jay;Kimmel;First Class;Consumer;Philadelphia;United States;
JK-15370;Jay;Kimmel;First Class;Consumer;Philadelphia;United States;
FM-14215;Filia;McAdams;Second Class;Corporate;Dublin;United States;
CA-12265;Christina;Anderson;Same Day;Consumer;Springfield;United States;
CA-12265;Christina;Anderson;Same Day;Consumer;Springfield;United States;
KD-16495;Keith;Dawkins;Standard Class;Corporate;Fayetteville;United States;
KD-16495;Keith;Dawkins;Standard Class;Corporate;Fayetteville;United States;
LH-17155;Logan;Haushalter;Standard Class;Consumer;Dallas;United States;
LH-17155;Logan;Haushalter;Standard Class;Consumer;Dallas;United States;
AG-10675;Anna;Gayman;Second Class;Consumer;Jacksonville;United States;
AG-10675;Anna;Gayman;Second Class;Consumer;Jacksonville;United States;
AG-10675;Anna;Gayman;Second Class;Consumer;Jacksonville;United States;
DB-13120;David;Bremer;Standard Class;Corporate;San Francisco;United States;
DB-13120;David;Bremer;Standard Class;Corporate;San Francisco;United States;
DB-13120;David;Bremer;Standard Class;Corporate;San Francisco;United States;
ED-13885;Emily;Ducich;Standard Class;Home Office;San Diego;United States;
MC-18100;Mick;Crebagga;Standard Class;Consumer;Philadelphia;United States;
MC-18100;Mick;Crebagga;Standard Class;Consumer;Philadelphia;United States;
MC-18100;Mick;Crebagga;Standard Class;Consumer;Philadelphia;United States;
MC-18100;Mick;Crebagga;Standard Class;Consumer;Philadelphia;United States;
BM-11785;Bryan;Mills;First Class;Consumer;Rochester;United States;
EM-14065;Erin;Mull;Second Class;Consumer;Jacksonville;United States;
EM-14065;Erin;Mull;Second Class;Consumer;Jacksonville;United States;
DA-13450;Dianna;Arnett;Standard Class;Home Office;Houston;United States;
DA-13450;Dianna;Arnett;Standard Class;Home Office;Houston;United States;
MO-17800;Meg;O'Connel;Standard Class;Home Office;San Antonio;United States;
JW-15955;Joni;Wasserman;First Class;Consumer;Oakland;United States;
VW-21775;Victoria;Wilson;First Class;Corporate;San Francisco;United States;
VW-21775;Victoria;Wilson;First Class;Corporate;San Francisco;United States;
VW-21775;Victoria;Wilson;First Class;Corporate;San Francisco;United States;
TT-21460;Tonja;Turnell;Second Class;Home Office;Fort Worth;United States;
TT-21460;Tonja;Turnell;Second Class;Home Office;Fort Worth;United States;
SL-20155;Sara;Luxemburg;First Class;Home Office;Houston;United States;
RM-19375;Raymond;Messe;Standard Class;Consumer;Houston;United States;
MB-18085;Mick;Brown;Standard Class;Consumer;Philadelphia;United States;
AG-10900;Arthur;Gainer;Standard Class;Consumer;San Diego;United States;
AG-10900;Arthur;Gainer;Standard Class;Consumer;San Diego;United States;
AG-10900;Arthur;Gainer;Standard Class;Consumer;San Diego;United States;
ML-17755;Max;Ludwig;Standard Class;Home Office;Suffolk;United States;
ML-17755;Max;Ludwig;Standard Class;Home Office;Suffolk;United States;
ML-17755;Max;Ludwig;Standard Class;Home Office;Suffolk;United States;
ML-17755;Max;Ludwig;Standard Class;Home Office;Suffolk;United States;
CC-12685;Craig;Carroll;Standard Class;Consumer;Greensboro;United States;
CC-12685;Craig;Carroll;Standard Class;Consumer;Greensboro;United States;
SC-20770;Stewart;Carmichael;Standard Class;Corporate;Dallas;United States;
SC-20770;Stewart;Carmichael;Standard Class;Corporate;Dallas;United States;
GG-14650;Greg;Guthrie;Second Class;Corporate;Chicago;United States;
GG-14650;Greg;Guthrie;Second Class;Corporate;Chicago;United States;
MY-18295;Muhammed;Yedwab;Standard Class;Corporate;Baltimore;United States;
MY-18295;Muhammed;Yedwab;Standard Class;Corporate;Baltimore;United States;
MY-18295;Muhammed;Yedwab;Standard Class;Corporate;Baltimore;United States;
MY-18295;Muhammed;Yedwab;Standard Class;Corporate;Baltimore;United States;
DP-13000;Darren;Powers;Standard Class;Consumer;Los Angeles;United States;
DP-13000;Darren;Powers;Standard Class;Consumer;Los Angeles;United States;
BD-11770;Bryan;Davis;Standard Class;Consumer;New York City;United States;
BD-11770;Bryan;Davis;Standard Class;Consumer;New York City;United States;
CB-12535;Claudia;Bergmann;Standard Class;Corporate;Franklin;United States;
CB-12535;Claudia;Bergmann;Standard Class;Corporate;Franklin;United States;
JE-15610;Jim;Epp;Standard Class;Corporate;Milwaukee;United States;
JE-15610;Jim;Epp;Standard Class;Corporate;Milwaukee;United States;
JE-15610;Jim;Epp;Standard Class;Corporate;Milwaukee;United States;
JE-15610;Jim;Epp;Standard Class;Corporate;Milwaukee;United States;
RP-19855;Roy;Phan;Standard Class;Corporate;Kenosha;United States;
RP-19855;Roy;Phan;Standard Class;Corporate;Kenosha;United States;
RP-19855;Roy;Phan;Standard Class;Corporate;Kenosha;United States;
RA-19915;Russell;Applegate;Standard Class;Consumer;New York City;United States;
RP-19390;Resi;Pölking;First Class;Consumer;Madison;United States;
RP-19390;Resi;Pölking;First Class;Consumer;Madison;United States;
TB-21175;Thomas;Boland;Standard Class;Corporate;Houston;United States;
BE-11455;Brad;Eason;Standard Class;Home Office;Olathe;United States;
MR-17545;Mathew;Reese;First Class;Home Office;New York City;United States;
MR-17545;Mathew;Reese;First Class;Home Office;New York City;United States;
MR-17545;Mathew;Reese;First Class;Home Office;New York City;United States;
RM-19375;Raymond;Messe;Standard Class;Consumer;San Jose;United States;
JF-15565;Jill;Fjeld;Second Class;Consumer;Dallas;United States;
JF-15565;Jill;Fjeld;Second Class;Consumer;Dallas;United States;
AS-10135;Adrian;Shami;Standard Class;Home Office;Auburn;United States;
JA-15970;Joseph;Airdo;Second Class;Consumer;Philadelphia;United States;
JA-15970;Joseph;Airdo;Second Class;Consumer;Philadelphia;United States;
JA-15970;Joseph;Airdo;Second Class;Consumer;Philadelphia;United States;
GK-14620;Grace;Kelly;First Class;Corporate;Los Angeles;United States;
GK-14620;Grace;Kelly;First Class;Corporate;Los Angeles;United States;
GK-14620;Grace;Kelly;First Class;Corporate;Los Angeles;United States;
PB-19210;Phillip;Breyer;First Class;Corporate;Tulsa;United States;
